Unnamed: 0,ID,Latitud,Longitud,Elevación,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
PUNTA ARENAS/CHILE,30485934000.000000,-53.000000,-70.850000,37.000000,10.763333,10.362069,8.433333,6.190000,3.706667,1.496667,1.336667,2.310000,4.200000,6.390000,8.413333,9.913333
SAN ANDRES (I/COLOMBIA,30580001000.000000,12.580000,-81.720000,6.000000,26.773333,26.750000,26.963333,27.556667,28.000000,28.186207,27.975862,28.079310,28.017241,27.689655,27.553846,27.151724
SANTA MARTA/S/COLOMBIA,30580009000.000000,11.130000,-74.230000,14.000000,28.118462,28.437600,28.979200,29.511304,29.620000,29.718462,29.352308,29.146154,28.759167,28.539200,28.490000,28.189600
CARTAGENA/RAF/COLOMBIA,30580022000.000000,10.450000,-75.520000,12.000000,26.845417,26.967600,27.327600,27.927600,28.464783,28.642609,28.457917,28.535600,28.503750,28.135600,27.992308,27.384615
BARRANQUILLA/SOLEDAD/COLOMBIA,30580028000.000000,10.900000,-74.800000,21.000000,26.719231,26.772000,27.237500,27.692000,28.180000,28.200000,27.957692,28.014815,27.726923,27.337037,27.396296,27.115385
BUCARAMANGA//COLOMBIA,30580094000.000000,7.100000,-73.200000,1189.000000,21.628889,21.816923,21.954286,21.843448,21.802069,21.753793,21.681379,21.743448,21.607857,21.262222,21.079286,21.336552
BOGOTA/ELDORA/COLOMBIA,30580222000.000000,4.720000,-74.150000,2548.000000,13.073333,13.547857,13.676429,13.891852,13.942400,13.683333,13.220370,13.283333,13.203929,13.287308,13.329615,13.192963
VILLAVICENCIO/COLOMBIA,30580234000.000000,4.170000,-73.620000,431.000000,27.071538,27.579231,27.154074,26.076296,25.460000,24.838462,24.520833,25.215385,25.764000,25.870833,25.776000,26.047826
CALI/CALIPUERTO/COLOMBIA,30580259000.000000,3.400000,-76.400000,964.000000,23.520690,23.717857,23.710714,23.420690,23.392857,23.448276,23.651724,23.817241,23.650000,23.092857,22.855172,23.110000
NEIVA/COLOMBIA,30580315000.000000,3.000000,-75.300000,443.000000,28.164000,28.396207,28.037333,27.657333,27.814000,28.120667,28.417333,29.244000,29.410690,28.147931,27.161724,27.388333
IPIALES/COLOMBIA,30580370000.000000,0.800000,-77.700000,2960.000000,11.635714,11.713214,11.793793,11.807143,11.710714,11.076552,10.496667,10.446429,10.885714,11.591852,11.814074,11.802963
LETICIA/VASQU/COLOMBIA,30580398000.000000,-4.170000,-69.950000,84.000000,25.730769,25.816000,25.981481,25.888889,25.528000,25.003846,24.988462,25.492593,25.846154,26.230385,26.115000,25.857917
PRATS-GIL/PARAGUAY,30886065000.000000,-22.700000,-61.500000,220.000000,27.768750,27.035714,25.610000,22.069231,19.023077,17.064706,17.192308,19.741176,22.331250,25.806667,26.245455,27.960000
MARISCAL/PARAGUAY,30886068000.000000,-22.020000,-60.600000,181.000000,28.011111,26.981538,26.227407,23.262308,19.727407,18.350769,18.268148,20.590370,22.820769,25.947200,26.701739,27.765000
PUERTO CASADO/PARAGUAY,30886086000.000000,-22.280000,-57.870000,87.000000,27.983462,27.322800,26.804000,24.568750,20.839583,19.432609,19.172917,20.802083,22.914000,25.647917,26.753043,27.756800
PEDRO JUAN CA/PARAGUAY,30886097000.000000,-22.580000,-55.650000,662.000000,24.911667,24.512174,24.272174,22.549167,18.990833,18.243200,17.623333,19.867200,20.731667,23.019167,24.112000,24.883636
CONCEPCION/PARAGUAY,30886134000.000000,-23.420000,-57.300000,74.000000,27.696429,26.907407,26.225000,23.682143,20.071429,18.634483,18.182143,19.975000,21.781481,24.389286,25.900000,27.107407
ASUNCION/AERO/PARAGUAY,30886218000.000000,-25.270000,-57.630000,101.000000,27.381481,26.544000,25.811111,22.870714,19.192143,17.449286,17.336296,19.081429,20.613571,23.277857,25.109565,26.581538
SAN JUAN BAUTISTA/MI/PARAGUAY,30886233000.000000,-25.800000,-56.300000,155.000000,26.308571,25.532308,24.630000,21.933571,18.376429,16.715714,16.627407,18.433571,19.590714,22.212143,24.017600,25.746296
PUERTO STROESSNER/PARAGUAY,30886248000.000000,-25.530000,-54.600000,196.000000,26.585000,25.761905,25.077273,22.168182,18.533333,16.685714,16.504762,18.461905,19.810000,22.633333,24.400000,25.947619
PILAR/PARAGUAY,30886255000.000000,-26.850000,-58.320000,56.000000,26.892400,25.996250,24.728400,21.385000,17.724400,15.517600,15.155833,16.841600,18.428462,21.645600,23.858261,25.929600
ENCARNACION/PARAGUAY,30886297000.000000,-27.320000,-55.830000,91.000000,26.310000,25.521600,24.374615,21.359231,17.841600,16.043846,15.532308,17.401538,18.743846,21.632308,23.829130,25.697600
IQUITOS/PERU,30984377000.000000,-3.750000,-73.250000,126.000000,26.004000,25.920833,26.027273,25.891667,25.646154,25.158333,25.054167,25.613043,25.900000,26.141667,26.128571,26.087500
PIURA/PERU,30984401000.000000,-5.180000,-80.600000,55.000000,25.829655,26.824000,26.740769,25.616000,23.432143,21.810370,20.805000,20.484000,20.884000,21.332593,22.364615,24.053077
CHICLAYO/PERU,30984452000.000000,-6.780000,-79.830000,34.000000,23.495000,24.970417,25.000435,22.793478,20.912800,19.621250,18.699200,18.262609,18.460909,18.904091,20.049545,21.639130
TARAPOTO/PERU,30984455000.000000,-6.450000,-76.380000,282.000000,27.445833,27.114286,26.676364,26.893636,26.722500,26.303478,26.010400,26.479167,26.972000,27.338636,27.466500,27.711818
TRUJILLO/PERU,30984501000.000000,-8.100000,-79.030000,30.000000,21.202917,22.385909,21.847727,20.640476,18.760000,18.082381,17.620000,16.953810,16.908261,17.172400,18.091818,19.405000
PUCALLPA/PERU,30984515000.000000,-8.420000,-74.600000,149.000000,25.948148,25.603200,25.496154,25.621739,25.466667,24.881600,24.980000,25.640870,26.179200,26.267407,26.033846,26.138333
CUZCO/PERU,30984686000.000000,-13.550000,-71.980000,3249.000000,12.401538,12.661600,12.797083,12.173600,11.248214,10.155000,9.635185,10.748696,11.898519,12.718261,13.181200,13.001200
PISCO/PERU,30984691000.000000,-13.750000,-76.280000,7.000000,22.674074,23.411111,23.150000,21.414815,19.025000,17.614286,16.800000,16.520833,17.145833,17.992593,19.045833,20.823077
JULIACA/PERU,30984735000.000000,-15.480000,-70.150000,3827.000000,12.305000,12.297222,12.301667,12.226875,10.885000,9.742941,8.715263,10.263158,11.926250,12.793333,13.354444,13.104737
ZANDERIJ/SURINAME,31281225000.000000,5.450000,-55.200000,15.000000,24.964000,25.131818,25.528000,25.793846,25.766667,25.534783,25.822500,26.481600,27.088148,27.077600,26.571852,25.466923
SALTO/URUGUAY,31386360000.000000,-31.380000,-57.950000,33.000000,25.576522,24.132727,22.340000,18.430400,14.820000,12.336923,11.656000,13.596154,15.230769,18.613846,21.169167,23.893913
MELO/URUGUAY,31386440000.000000,-32.370000,-54.220000,100.000000,23.739130,22.980000,21.607692,17.977778,14.166667,11.660714,11.218519,12.964286,14.382143,17.321429,19.619231,22.032000
PASO DE LOS T/URUGUAY,31386460000.000000,-32.800000,-56.520000,75.000000,24.678261,23.591667,22.084000,18.161538,14.523077,11.737037,10.973077,12.840741,14.437037,17.618519,20.240000,23.121739
MERCEDES/URUGUAY,31386490000.000000,-33.250000,-58.070000,17.000000,24.226316,23.085714,21.348571,17.196522,13.700833,11.200909,10.396800,12.400800,13.856800,17.059167,19.866000,22.727368
TREINTA Y TRE/URUGUAY,31386500000.000000,-33.220000,-54.380000,46.000000,23.463529,22.815556,21.398947,17.926316,14.857895,11.940000,11.235000,12.850000,14.259091,17.172727,19.475000,22.025000
COLONIA/URUGUAY,31386560000.000000,-34.450000,-57.830000,22.000000,23.438000,22.593846,21.208519,17.590000,14.354286,11.300345,10.534444,12.203793,13.700714,16.693448,19.305385,21.886000
ROCHA/URUGUAY,31386565000.000000,-34.480000,-54.300000,18.000000,21.887391,21.453333,20.238000,16.888519,13.626000,10.970000,10.273846,11.480714,12.643077,15.241429,17.766000,20.190000
CORO/VENEZUELA,31480403000.000000,11.420000,-69.680000,17.000000,26.771739,26.865909,27.447727,28.197826,28.884783,29.100435,28.987391,29.362917,29.215217,28.728261,28.139048,27.153333
MARACAIBO-LA/VENEZUELA,31480407000.000000,10.570000,-71.730000,65.000000,26.808636,27.056667,27.542727,28.072273,28.262609,28.577500,28.752500,28.825714,28.262609,27.532174,27.379091,26.924545
BARQUISIMETO/VENEZUELA,31480410000.000000,10.070000,-69.320000,614.000000,23.200000,23.587500,24.216667,24.495455,24.230435,23.800000,23.382609,23.892000,24.284615,24.368000,24.211538,23.560000
MARACAY - B.A/VENEZUELA,31480413000.000000,10.250000,-67.650000,437.000000,24.879200,25.608000,26.640000,27.309231,26.991200,25.844615,25.256154,25.271538,25.613846,25.740800,25.335833,25.039130
CARACAS/MAIQU/VENEZUELA,31480415000.000000,10.600000,-66.980000,48.000000,24.970385,24.860000,25.349615,26.318846,27.107308,27.245769,26.838077,27.733846,27.901154,27.551200,26.835185,25.720385
CARACAS/LA CARLOTA/VENEZUELA,31480416000.000000,10.500000,-66.900000,865.000000,22.580000,23.347778,24.273529,25.040000,25.198235,24.810000,24.180588,24.468824,24.766875,24.781176,24.188824,23.240000
BARCELONA/VENEZUELA,31480419000.000000,10.120000,-64.680000,7.000000,26.602381,26.806667,27.381364,28.116364,28.316364,27.465909,26.780000,26.955238,27.364211,27.658571,27.511500,27.110476
LA GUIRIA/VENEZUELA,31480423000.000000,10.580000,-62.300000,8.000000,24.934545,25.248333,26.121923,26.870000,27.099130,26.570833,26.182917,26.365000,26.596400,26.477308,26.008400,25.392000
MATURIN/VENEZUELA,31480435000.000000,9.750000,-63.180000,66.000000,25.472609,25.615417,26.141667,26.874074,26.741154,26.182000,25.989583,26.386087,26.834615,26.868333,26.392917,25.563478
MERIDA/VENEZUELA,31480438000.000000,8.600000,-71.180000,1498.000000,18.585185,19.003846,19.576923,19.856000,20.192308,20.038462,19.860714,20.122222,20.003704,19.675000,19.318519,18.680000
CIUDAD BOLIVA/VENEZUELA,31480444000.000000,8.150000,-63.550000,48.000000,26.255833,26.721739,27.636522,28.642609,28.173333,26.997826,26.616087,27.083333,27.641667,27.832800,27.301818,26.543333
SAN ANTONIO D/VENEZUELA,31480447000.000000,7.850000,-72.450000,378.000000,25.927692,26.140833,26.721600,27.246538,28.010000,28.120769,27.928462,28.340000,28.266296,27.709615,26.774400,26.103846
SAN FERNANDO/VENEZUELA,31480450000.000000,7.900000,-67.420000,48.000000,27.090000,28.014091,29.249200,29.283043,27.694167,26.562917,26.158750,26.566250,26.954400,27.474348,27.575714,27.220909
TUMEREMO/VENEZUELA,31480453000.000000,7.300000,-61.450000,181.000000,23.469167,23.635217,24.548462,25.335185,25.241667,24.520833,24.240000,24.652083,25.182000,25.220000,24.892308,23.694000
PUERTO AYACUC/VENEZUELA,31480457000.000000,5.600000,-67.500000,74.000000,27.782500,28.565714,28.765833,27.313636,26.109524,25.351739,25.009600,25.443750,25.896000,26.186364,26.566154,26.991667
SANTA ELENA D/VENEZUELA,31480462000.000000,4.600000,-61.120000,907.000000,21.732632,21.874737,22.441667,22.212222,21.701053,21.280000,20.885263,21.324706,22.006316,22.143158,22.054500,21.822105
CAYENNE/ROCHA/FRENCH GUIANA (FRANCE),31581405000.000000,4.830000,-52.370000,9.000000,25.653333,25.820714,26.021481,26.242143,26.013793,25.696429,25.771724,26.256429,26.695862,26.814615,26.447586,25.991034
GRANTLEY ADAM/BARBADOS,40178954000.000000,13.070000,-59.480000,56.000000,25.289630,25.193333,25.635185,26.281429,26.991852,27.041071,27.060000,27.188571,27.163571,26.863571,26.496800,25.909615
BELIZE/PHILLI/BELIZE,40278583000.000000,17.530000,-88.300000,5.000000,23.976667,24.944828,25.896552,27.313793,28.317241,28.492593,28.158621,28.235714,28.024138,26.996667,25.500000,24.492857
"SANDSPIT,B.C./CANADA",40371101000.000000,53.250000,-131.820000,6.000000,4.025000,4.178571,4.803571,6.640000,9.353333,12.139286,14.517857,15.228571,13.196296,9.466667,5.796429,4.150000
"PORT HARDY,B./CANADA",40371109000.000000,50.680000,-127.370000,22.000000,3.676667,3.890000,5.037931,6.843333,9.553333,11.846667,13.782143,13.946429,11.610714,8.227586,5.062069,3.225000
"SABLE ISLAND,/CANADA",40371600000.000000,43.930000,-60.020000,4.000000,-0.230000,-0.833333,0.827586,4.033333,7.534483,11.426667,15.923333,18.065517,15.965517,11.672414,7.265517,2.768966
"BAGOTVILLE,QU/CANADA",40371727000.000000,48.330000,-71.000000,159.000000,-15.793103,-12.996667,-6.306667,2.550000,9.890000,15.650000,18.346667,17.086667,12.020000,5.313333,-1.926667,-10.333333
"GOOSE,NFLD./CANADA",40371816000.000000,53.320000,-60.420000,49.000000,-17.423333,-15.573333,-9.373333,-0.986667,5.673333,11.490000,15.606667,15.193333,10.140000,3.346667,-3.796667,-12.346667
"FORT NELSON,B/CANADA",40371945000.000000,58.830000,-122.580000,382.000000,-20.306667,-15.116667,-7.616667,3.036667,9.730000,15.046667,17.096667,15.076667,9.243333,0.503333,-12.740000,-18.693333
"WITHEHORSE, Y/CANADA",40371964000.000000,60.720000,-135.070000,703.000000,-15.627586,-12.324138,-6.553571,1.139286,7.225000,12.350000,14.360714,12.625000,7.196429,0.535714,-8.960714,-12.931034
JUAN SANTAMAR/COSTA RICA,40578762000.000000,10.000000,-84.220000,939.000000,22.296552,22.693333,23.200000,23.466667,22.562069,22.210345,22.400000,22.190000,21.706897,21.593333,21.843333,22.196667
PUERTO LIMON/COSTA RICA,40578767000.000000,10.000000,-83.050000,3.000000,24.045600,24.184348,24.851667,25.455833,25.819130,25.900400,25.377308,25.508077,25.792692,25.561923,24.824400,24.321600
SANTO DOMINGO/DOMINICAN REPUBLIC,40778486000.000000,18.430000,-69.880000,14.000000,25.177778,25.230000,25.612500,26.466667,27.200000,27.522222,27.900000,27.956000,27.833333,27.360000,26.922222,26.109091
KINGSTON/NORM/JAMAICA,41378397000.000000,17.930000,-76.780000,14.000000,26.428235,26.505000,26.910625,27.481176,28.140000,28.957333,29.263333,29.077333,28.839286,28.284000,27.747500,27.016471
UNIV. DE CHIH/MEXICO,41476225000.000000,28.630000,-106.080000,1435.000000,9.642105,12.526316,15.847826,19.720000,23.968182,26.742857,25.495652,24.150000,22.759091,18.572727,14.061905,10.190476
"TORREON,COAH./MEXICO",41476382000.000000,25.530000,-103.450000,1124.000000,14.632222,17.817273,21.300000,25.182727,28.133333,28.996190,28.032632,27.947619,26.162727,23.161905,19.254444,15.627273
"SALTILLO,COAH/MEXICO",41476390000.000000,25.450000,-100.980000,1790.000000,11.866667,13.223571,16.720000,20.226667,21.920667,22.205385,21.600667,21.536250,19.153333,17.735625,15.258571,12.659286
"MONTERREY,N.L/MEXICO",41476393000.000000,25.870000,-100.200000,512.000000,14.933684,17.656000,20.936842,24.088500,26.896316,28.826000,28.888824,28.903333,26.299545,23.197647,19.193889,15.546667
MAZATLAN/MEXICO,41476458000.000000,23.200000,-105.400000,3.000000,20.180000,20.136364,21.080769,22.983333,25.396000,28.150000,28.891304,29.031818,28.811111,27.662963,24.317391,21.252000
"ZACATECAS,ZAC/MEXICO",41476525000.000000,22.780000,-102.570000,2612.000000,9.754444,10.901250,13.006667,15.741000,17.396000,16.708182,14.773529,14.939474,14.330556,13.844737,12.484375,10.707500
"TAMPICO, TAMP/MEXICO",41476548000.000000,22.220000,-97.850000,9.000000,19.066000,20.038182,22.896522,25.027200,27.578462,28.677500,28.498000,28.813333,27.833636,26.023200,23.295200,19.956842
"GUANAJUATO,GT/MEXICO",41476577000.000000,21.020000,-101.250000,1999.000000,14.330435,15.908333,18.136364,20.885714,21.900000,20.836364,19.668421,19.759091,19.270833,18.076190,16.180952,14.586364
"MANZANILLO,CO/MEXICO",41476654000.000000,19.050000,-104.330000,3.000000,25.044000,24.690769,24.450370,24.944167,26.540833,28.282500,28.707200,28.733846,28.220000,28.235000,27.092400,25.680400
HACIENDA YLAN/MEXICO,41476692000.000000,19.150000,-96.120000,13.000000,21.440000,21.920000,23.673684,25.857143,27.813636,28.205263,27.805000,27.944444,27.552632,26.495833,24.552381,22.379167
COATZACOALCOS/MEXICO,41476741000.000000,18.150000,-94.420000,23.000000,22.086087,22.777895,24.293684,26.681176,28.416471,28.076667,27.672632,27.819000,27.218095,26.099000,24.850000,23.119231
"CHETUMAL,Q.RO/MEXICO",41476750000.000000,18.480000,-88.300000,9.000000,23.880800,25.193913,26.450476,27.922727,28.915238,28.810000,28.983000,29.179048,28.513333,27.267500,25.640000,24.562308
"ACAPULCO,GRO./MEXICO",41476805000.000000,16.830000,-99.930000,13.000000,25.966667,26.131818,26.218182,27.155000,28.242857,28.635000,28.588462,28.804762,28.178261,28.050000,27.410526,26.505556
"TAPACHULA, CH/MEXICO",41476903000.000000,14.920000,-92.270000,118.000000,26.851500,27.606500,28.548182,29.133000,28.391500,27.520476,27.321500,27.344286,26.828696,27.196818,27.342273,27.116500
NASSAU AIRPOR/THE BAHAMAS,42378073000.000000,25.050000,-77.470000,7.000000,21.644444,22.077273,22.750000,23.920833,25.727273,27.566667,28.528571,28.436000,27.962500,26.491667,24.423077,22.659259
PIARCO INT. A/TRINIDAD AND TOBAGO,42478970000.000000,10.620000,-61.350000,15.000000,25.830769,26.017200,26.576923,27.465200,27.659130,27.162400,27.157200,27.362963,27.570385,27.351154,26.810400,26.238400
BARROW/W. POS/UNITED STATES OF AMERICA,42570026000.000000,71.300000,-156.780000,4.000000,-25.283333,-25.656667,-24.796667,-16.706667,-5.996667,2.070000,4.986667,3.955172,0.106667,-8.203333,-17.400000,-22.100000
"KOTZEBUE, RAL/UNITED STATES OF AMERICA",42570133000.000000,66.870000,-162.630000,5.000000,-18.602759,-17.429667,-16.379667,-9.510000,0.766667,8.516667,13.514138,11.766667,6.563333,-3.450000,-11.910000,-15.686667
NOME/UNITED STATES OF AMERICA,42570200000.000000,64.500000,-165.430000,7.000000,-14.880000,-13.613333,-12.016667,-6.313333,2.696667,8.893333,11.296667,9.993103,6.033333,-1.776667,-8.373333,-12.473333
MCGRATH/UNITED STATES OF AMERICA,42570231000.000000,62.970000,-155.620000,103.000000,-21.336667,-16.930000,-11.226667,-1.220000,8.210000,14.170000,15.630000,12.620000,7.036667,-3.663333,-14.640000,-19.510000
FAIRBANKS/INT/UNITED STATES OF AMERICA,42570261000.000000,64.820000,-147.870000,138.000000,-21.893333,-18.236667,-11.103333,0.593333,9.936667,16.076667,17.206667,13.680000,7.416667,-4.150000,-16.116667,-19.846667
ANCHORAGE/INT/UNITED STATES OF AMERICA,42570273000.000000,61.170000,-150.020000,40.000000,-8.230000,-6.513333,-2.980000,2.700000,8.820000,12.950000,14.913333,13.786667,9.260000,1.590000,-5.410000,-7.196667
ST. PAUL/UNITED STATES OF AMERICA,42570308000.000000,57.150000,-170.220000,9.000000,-3.826667,-4.216667,-3.920000,-1.476667,2.353333,5.836667,8.493333,9.380000,7.463333,3.696667,0.570000,-1.783333
COLD BAY/UNITED STATES OF AMERICA,42570316000.000000,55.200000,-162.720000,31.000000,-2.050000,-1.633333,-1.010000,1.160000,4.643333,7.976667,10.503333,11.173333,8.973333,4.723333,1.423333,-0.476667
KING SALMON/UNITED STATES OF AMERICA,42570326000.000000,58.680000,-156.650000,15.000000,-8.693333,-7.206667,-4.400000,1.013333,6.816667,10.866667,13.126667,12.620690,8.690000,0.913333,-5.013333,-7.500000
YAKUTAT/UNITED STATES OF AMERICA,42570361000.000000,59.520000,-139.670000,9.000000,-2.150000,-1.246667,0.070000,3.266667,7.160000,10.530000,12.503333,12.266667,9.246667,5.075862,0.143333,-1.210000
ANNETTE ISLAN/UNITED STATES OF AMERICA,42570398000.000000,55.030000,-131.570000,34.000000,2.895667,3.289000,4.405667,6.925667,10.229000,12.985667,14.932333,15.085000,12.265000,8.298333,4.568333,2.975000
"MIAMI, FL./UNITED STATES OF AMERICA",42572202000.000000,25.820000,-80.280000,4.000000,20.069333,21.189333,22.509333,24.313103,26.566000,28.166000,28.920000,28.958333,28.225000,26.531667,23.788333,21.194643
WEST PALM BEA/UNITED STATES OF AMERICA,42572203000.000000,26.680000,-80.100000,6.000000,18.846429,20.181481,21.492857,23.385714,25.892857,27.532143,28.278571,28.414286,27.727586,25.872414,22.751724,20.017857
ORLANDO/JETPO/UNITED STATES OF AMERICA,42572205000.000000,28.430000,-81.320000,32.000000,15.768966,17.303704,19.392857,21.839286,25.171429,27.453571,28.203571,28.271429,27.342857,24.158621,20.320690,16.917241
JACKSONVILLE U/A TO/UNITED STATES OF AMERICA,42572206000.000000,30.400000,-81.700000,9.000000,11.565714,13.605385,16.333571,19.288929,23.303214,26.456786,27.756786,27.503333,25.521071,21.235357,16.682414,12.854286
"TAMPA/INT.,FL/UNITED STATES OF AMERICA",42572211000.000000,27.970000,-82.530000,3.000000,16.842963,18.205926,20.290714,22.812143,26.540714,28.559310,29.001429,29.122857,28.300690,25.176552,21.335172,18.021379
MACON//UNITED STATES OF AMERICA,42572217000.000000,32.700000,-83.650000,110.000000,8.201333,10.321333,14.084667,17.724667,22.460667,26.410333,27.970333,27.473667,24.240333,18.572667,13.599333,9.199333
AUGUSTA/BUSH/UNITED STATES OF AMERICA,42572218000.000000,33.370000,-81.970000,45.000000,8.542500,10.538333,14.325833,18.138333,22.820833,26.906957,28.580870,28.031667,24.819167,18.690000,13.793913,9.612174
"ATLANTA/MUN.,/UNITED STATES OF AMERICA",42572219000.000000,33.650000,-84.420000,315.000000,6.569600,8.709600,12.838800,17.134800,21.402800,25.462800,26.998750,26.687391,23.304583,17.705600,12.535417,7.773333
MOBILE/BATES/UNITED STATES OF AMERICA,42572223000.000000,30.680000,-88.250000,67.000000,10.497667,12.424333,15.931000,19.423000,23.689667,26.833000,27.973000,27.854483,25.573000,20.499667,15.626333,11.617000
MONTGOMERY/DA/UNITED STATES OF AMERICA,42572226000.000000,32.300000,-86.400000,62.000000,8.674138,10.925862,14.781034,18.494828,23.042857,26.822593,28.330714,28.233077,25.255714,19.380714,14.091429,9.798571
"MERIDIAN/KEY,/UNITED STATES OF AMERICA",42572234000.000000,32.330000,-88.750000,94.000000,8.829259,10.882308,14.632963,18.588214,23.041786,26.734286,28.257143,28.046429,25.003571,18.928571,13.971429,9.660714
JACKSON/ALLEN/UNITED STATES OF AMERICA,42572235000.000000,32.320000,-90.080000,101.000000,8.186000,10.302667,14.406000,18.392667,22.982667,26.696000,28.130000,27.950000,24.820000,18.983333,13.740000,9.332000
LAKE CHARLES//UNITED STATES OF AMERICA,42572240000.000000,30.120000,-93.220000,10.000000,11.100000,12.555417,16.292917,20.101250,24.322083,27.220000,28.232000,28.364000,25.912000,21.172000,16.408000,11.991154
"GALVESTON, TX/UNITED STATES OF AMERICA",42572242000.000000,29.300000,-94.800000,16.000000,12.615172,14.081000,17.294333,21.054333,25.007667,27.944333,29.034333,29.245517,27.267667,23.273448,18.286429,13.857667
HOUSTON/UNITED STATES OF AMERICA,42572243000.000000,29.970000,-95.350000,33.000000,11.958148,13.743333,17.059630,20.915185,25.055926,28.062963,29.203704,29.224615,26.588214,21.848148,16.788462,12.440000
SHREVEPORT/RE/UNITED STATES OF AMERICA,42572248000.000000,32.470000,-93.780000,79.000000,8.340000,10.486667,14.526667,18.600000,23.030000,26.703333,28.517241,28.530000,25.103333,19.243333,13.713333,9.083333
BROWNSVILLE/I/UNITED STATES OF AMERICA,42572250000.000000,25.920000,-97.420000,7.000000,16.223333,17.946667,20.740000,23.846667,26.910000,28.920000,29.455172,29.666667,27.700000,24.613333,20.793333,16.866667
AUSTIN/ROBERT/UNITED STATES OF AMERICA,42572254000.000000,30.300000,-97.700000,189.000000,10.911034,12.745517,16.583448,20.908214,24.866296,27.968929,29.594074,29.829259,26.882692,22.001923,15.945714,11.577857
VICTORIA/VICT/UNITED STATES OF AMERICA,42572255000.000000,28.850000,-96.920000,36.000000,12.495000,14.341667,17.715000,21.408333,25.298333,28.098333,29.188333,29.405172,26.908276,22.580690,17.541667,13.198333
"WACO,MADISON-/UNITED STATES OF AMERICA",42572256000.000000,31.620000,-97.220000,155.000000,8.221538,10.125385,14.642400,18.924444,23.598519,27.324444,29.550370,29.581600,25.705600,20.251538,14.112593,8.908889
DALLAS-FORT W/UNITED STATES OF AMERICA,42572259000.000000,32.900000,-97.030000,182.000000,8.016429,9.977931,14.481379,18.923571,23.505714,27.570000,29.964138,30.133103,25.906296,20.091481,13.852500,8.666786
SAN ANGELO/MA/UNITED STATES OF AMERICA,42572263000.000000,31.370000,-100.500000,582.000000,8.898571,11.005172,15.187931,19.750000,24.518966,27.736207,29.301379,29.080690,25.187586,19.922069,13.805357,9.081034
MIDLAND/MIDLA/UNITED STATES OF AMERICA,42572265000.000000,31.950000,-102.180000,872.000000,7.036667,9.503333,13.523333,18.306667,23.496667,27.250000,28.240000,27.696667,23.920000,18.600000,11.970000,7.243333
"ABILENE/MUN.,/UNITED STATES OF AMERICA",42572266000.000000,32.420000,-99.680000,546.000000,7.122963,9.225714,13.515000,18.093571,22.775714,26.250714,28.362759,28.186429,24.176552,18.866207,12.493793,7.492143
LUBBOCK/LUBBO/UNITED STATES OF AMERICA,42572267000.000000,33.650000,-101.820000,988.000000,4.550690,6.995185,11.061034,15.819655,20.850690,25.147241,26.798966,26.074828,22.071429,16.382143,9.810714,4.622500
"TUCSON/INT.,/UNITED STATES OF AMERICA",42572274000.000000,32.120000,-110.930000,779.000000,11.790000,13.426786,16.167586,19.888276,24.926207,29.819310,31.029655,30.125862,28.108621,22.201724,15.987931,11.587931
PHOENIX/SKY H/UNITED STATES OF AMERICA,42572278000.000000,33.430000,-112.020000,337.000000,13.658400,15.518400,18.633200,22.569231,27.925385,32.733077,35.117692,34.329231,31.483077,24.963846,18.043200,13.083200
SAN DIEGO/LIN/UNITED STATES OF AMERICA,42572290000.000000,32.730000,-117.170000,9.000000,14.620370,14.868571,15.723793,16.996207,18.273448,19.604483,21.532069,22.445862,21.904483,19.752759,16.847500,14.198621
LOS ANGELES CALIFORN/UNITED STATES OF AMERICA,42572295000.000000,33.720000,-118.270000,-999.000000,14.188462,14.417241,14.823333,16.058621,17.426667,19.031034,20.810000,21.271429,20.931034,19.193333,16.513333,14.050000
RALEIGH/RALEI/UNITED STATES OF AMERICA,42572306000.000000,35.870000,-78.780000,134.000000,5.369643,7.150741,11.091786,15.788214,20.141786,24.781071,26.795357,26.073929,22.373929,16.452500,11.363793,6.601724
CHARLOTTE/DOU/UNITED STATES OF AMERICA,42572314000.000000,35.220000,-80.930000,234.000000,4.584400,6.720400,10.767083,15.269600,19.647500,24.145600,25.881600,25.324615,21.647692,15.709231,10.768400,5.836400
ASHEVILLE/MUN/UNITED STATES OF AMERICA,42572315000.000000,35.430000,-82.550000,661.000000,3.736897,5.550345,9.278929,13.864138,18.140000,22.233103,24.019310,23.561071,19.956071,14.409643,9.541786,4.931071
GREENSBORO/G./UNITED STATES OF AMERICA,42572317000.000000,36.080000,-79.950000,270.000000,4.052333,5.982333,10.179000,15.062333,19.525667,24.145667,26.055667,25.285667,21.393333,15.514667,10.308667,5.382000
CHATTANOOGA/L/UNITED STATES OF AMERICA,42572324000.000000,35.030000,-85.200000,210.000000,4.952857,7.095714,11.516786,15.909643,20.577500,25.016786,26.909643,26.566786,22.783103,16.648621,10.838276,6.110690
KNOXVILLE/UNITED STATES OF AMERICA,42572326000.000000,35.800000,-83.980000,299.000000,3.406667,5.748276,10.076667,14.793333,19.403333,23.806667,25.726667,25.373333,21.683333,15.383333,9.736667,4.793333
NASHVILLE//UNITED STATES OF AMERICA,42572327000.000000,36.120000,-86.680000,180.000000,3.754333,6.181000,10.615517,15.556897,20.225862,24.930667,26.890667,26.420667,22.573793,16.315172,10.472333,5.269000
