,ID,Latitud,Longitud,Elevación,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
STAMBAUGH 2SSE/UNITED STATES OF AMERICA,42500207812.000000,46.055600,-88.627500,442.000000,-5.631034,-2.998966,2.801852,10.915333,18.156207,22.885000,24.966667,23.870667,18.863793,11.647333,3.094828,-3.696207
ADA/UNITED STATES OF AMERICA,42500210018.000000,47.299200,-96.516100,276.500000,-8.318621,-5.140714,2.004286,12.648148,20.214643,24.783333,27.428276,26.852414,21.184286,12.695517,2.083333,-6.198000
ALBERT LEA 3 SE/UNITED STATES OF AMERICA,42500210075.000000,43.606400,-93.301900,374.900000,-4.857000,-2.044333,4.712069,13.704000,20.648276,25.835172,27.888276,26.447333,22.273333,14.858000,5.407000,-2.955000
ARGYLE/UNITED STATES OF AMERICA,42500210252.000000,48.331100,-96.825300,258.200000,-8.829667,-5.438333,1.933000,12.892000,20.592000,25.360357,27.989667,27.497407,21.523929,12.915357,2.466667,-6.085862
BAUDETTE/UNITED STATES OF AMERICA,42500210515.000000,48.709400,-94.586900,323.700000,-8.273200,-3.792500,2.626000,12.436000,19.679583,24.832400,27.150769,26.219615,20.654400,11.913600,1.840417,-5.580833
CHASKA/UNITED STATES OF AMERICA,42500211465.000000,44.800000,-93.583300,219.500000,-4.001667,-0.439000,6.404000,14.899000,21.829524,27.089500,28.916190,27.580952,22.294762,15.807619,5.240000,-1.804444
CLOQUET/UNITED STATES OF AMERICA,42500211630.000000,46.704700,-92.525300,385.600000,-7.700000,-4.286786,2.432857,10.960690,17.941724,23.190000,25.906897,24.366786,18.847500,11.024815,1.730714,-6.132857
DETROIT LAKES 1 NNE/UNITED STATES OF AMERICA,42500212142.000000,46.837200,-95.837200,413.000000,-7.663077,-4.066154,2.221250,12.481538,19.599615,24.275185,26.854815,26.030800,20.502222,12.109231,2.181481,-6.479231
EVELETH WWTP/UNITED STATES OF AMERICA,42500212645.000000,47.458100,-92.530300,440.400000,-8.213214,-4.476786,1.907037,10.323704,17.720000,22.467692,25.001111,24.074231,18.516667,10.385926,1.211481,-5.895185
FAIRMONT/UNITED STATES OF AMERICA,42500212698.000000,43.644700,-94.465600,361.800000,-3.978621,-1.363000,5.339667,14.230714,21.216207,26.462333,28.413667,27.103000,22.944667,15.468000,5.699333,-2.210345
FARMINGTON 3 NW/UNITED STATES OF AMERICA,42500212737.000000,44.669700,-93.170000,298.700000,-5.268276,-2.246207,4.657931,14.039310,20.453103,25.554828,27.560690,26.043571,21.485000,14.201429,4.737037,-3.815556
FOSSTON 1 E/UNITED STATES OF AMERICA,42500212916.000000,47.563600,-95.724400,399.300000,-8.825200,-5.282400,1.627308,11.131667,18.768400,23.276250,25.913333,25.363750,19.616522,11.945600,1.310400,-5.963333
GRAND MEADOW/UNITED STATES OF AMERICA,42500213290.000000,43.704700,-92.564400,411.500000,-5.669200,-3.081667,3.816400,13.148000,19.818800,24.752308,26.530769,25.187407,21.294815,13.927778,4.873462,-3.578000
GRAND RPDS FOREST LA/UNITED STATES OF AMERICA,42500213303.000000,47.243600,-93.497500,399.300000,-6.261875,-3.652632,3.370500,12.541500,19.220714,23.759286,26.203571,25.081429,19.345769,11.479474,2.627368,-5.983684
ITASCA UNIV OF MINN/UNITED STATES OF AMERICA,42500214106.000000,47.225600,-95.191900,454.200000,-7.670667,-4.198571,2.463214,11.864828,19.049000,23.542759,26.403793,25.523448,19.396897,11.544333,1.677000,-5.927000
LEECH LAKE/UNITED STATES OF AMERICA,42500214652.000000,47.246700,-94.222800,396.800000,-6.961034,-2.774138,3.881333,12.676207,19.690333,24.205000,26.688276,25.893667,20.454667,12.583000,2.780690,-4.711379
MARCELL 5NE/UNITED STATES OF AMERICA,42500215175.000000,47.630800,-93.652200,422.800000,-8.358750,-4.432500,2.227500,11.350000,17.685556,22.644375,25.210000,23.738750,18.446000,10.456667,0.460667,-6.173125
MILAN 1 NW/UNITED STATES OF AMERICA,42500215400.000000,45.121900,-95.926900,310.900000,-4.701071,-1.859643,4.610714,14.670000,21.784643,26.494483,28.878276,27.520345,22.734138,15.140000,4.850690,-3.254828
MINNEAPOLIS/ST PAUL/UNITED STATES OF AMERICA,42500215435.000000,44.883100,-93.228900,265.800000,-4.512593,-1.711481,5.266667,14.545556,20.943704,25.828148,28.642593,26.875185,22.029630,14.444643,5.376071,-2.618214
MONTEVIDEO 1 SW/UNITED STATES OF AMERICA,42500215563.000000,44.936400,-95.753600,300.200000,-5.512759,-2.266333,4.202000,14.069655,21.099000,25.931333,28.255667,27.097000,22.403793,14.938333,4.906000,-3.387586
MORA/UNITED STATES OF AMERICA,42500215615.000000,45.877500,-93.314700,310.300000,-5.473333,-2.290357,4.411111,13.150000,20.179259,24.827931,27.476552,26.197308,20.917600,13.553793,4.064828,-3.524074
MORRIS WC EXP STN/UNITED STATES OF AMERICA,42500215638.000000,45.590300,-95.874700,347.500000,-6.961333,-4.110000,2.654333,12.690333,20.114333,24.861667,27.143333,26.133333,21.297931,13.545862,3.374333,-4.707667
NEW ULM 2 SE/UNITED STATES OF AMERICA,42500215887.000000,44.300600,-94.489700,271.300000,-5.207500,-2.072963,4.488519,13.500000,20.203571,25.323571,27.453571,25.774643,21.238889,14.342857,4.365556,-3.727500
OLIVIA 3E/UNITED STATES OF AMERICA,42500216152.000000,44.762800,-94.929700,335.300000,-5.297931,-2.514615,4.119643,14.129655,21.307500,26.169286,28.186071,26.690357,22.230000,14.796296,4.905714,-3.413103
PARK RAPIDS 2 S/UNITED STATES OF AMERICA,42500216360.000000,46.900600,-95.067800,437.100000,-7.614643,-3.717857,2.687778,12.576786,19.705357,24.408214,26.960000,26.019286,20.226786,12.183103,2.161071,-5.963571
PINE RIVER DAM/UNITED STATES OF AMERICA,42500216547.000000,46.669400,-94.108900,381.000000,-6.798214,-3.575714,3.162963,12.226071,19.341379,24.054138,26.903333,25.513333,20.065714,12.669286,2.981786,-4.996429
PIPESTONE/UNITED STATES OF AMERICA,42500216565.000000,44.013900,-96.325800,519.700000,-4.661000,-1.627000,4.876000,14.064000,20.760667,25.759333,28.380333,27.172759,22.422069,15.024667,4.831724,-3.124828
ROSEAU/UNITED STATES OF AMERICA,42500217087.000000,48.848600,-95.767500,319.100000,-10.670455,-7.276000,0.605500,10.359500,18.297368,22.270556,25.312000,24.802857,18.642381,10.415909,0.127619,-8.045500
ST PETER/UNITED STATES OF AMERICA,42500217405.000000,44.322200,-93.965600,259.100000,-4.948889,-1.806000,5.276071,13.942308,20.758571,25.779259,27.980714,26.702500,22.219655,14.858519,5.140370,-2.973846
SANDY LAKE DAM LIBBY/UNITED STATES OF AMERICA,42500217460.000000,46.795300,-93.321100,376.100000,-7.446000,-3.523333,3.183810,11.741905,18.363929,23.213793,25.738276,24.590000,19.529000,11.476111,1.630000,-6.641667
TWO HARBORS/UNITED STATES OF AMERICA,42500218419.000000,47.025800,-91.665300,190.500000,-5.639000,-3.546897,1.247241,7.710667,12.894667,18.449667,22.649000,22.278333,17.383000,10.573333,2.977667,-3.626000
WALKER AH GWAH CHING/UNITED STATES OF AMERICA,42500218618.000000,47.074400,-94.570000,429.800000,-7.542857,-4.163214,2.112500,11.096429,18.808462,23.373333,25.901111,24.497407,18.782800,11.277778,1.583333,-5.481154
WINNEBAGO/UNITED STATES OF AMERICA,42500219046.000000,43.769200,-94.187200,338.300000,-4.623448,-1.587586,5.022069,14.233448,20.970345,26.083333,27.988000,26.567333,22.486333,15.334000,5.313103,-2.811333
ZUMBROTA/UNITED STATES OF AMERICA,42500219249.000000,44.299200,-92.666100,300.200000,-5.106552,-2.124138,5.141724,14.039000,20.057931,25.541333,27.520000,26.111000,21.704667,15.026667,5.170000,-2.994667
ABERDEEN/UNITED STATES OF AMERICA,42500220021.000000,33.830000,-88.521400,60.400000,11.627391,13.705217,19.260435,23.561250,27.869565,31.183478,32.850870,32.819545,29.302174,23.840870,18.429545,13.097273
BATESVILLE 2 SW/UNITED STATES OF AMERICA,42500220488.000000,34.306100,-89.980600,67.100000,10.772759,13.433000,18.391724,23.353103,27.825333,31.439000,32.923793,33.063929,29.909310,24.311333,18.273333,12.121333
BOONEVILLE/UNITED STATES OF AMERICA,42500220955.000000,34.662800,-88.579700,149.400000,9.256923,11.931923,17.046296,21.732593,25.913571,29.637407,31.424815,31.288929,28.037143,22.344286,16.342143,10.452593
BROOKHAVEN CITY/UNITED STATES OF AMERICA,42500221094.000000,31.544700,-90.458100,132.600000,13.793103,16.065172,20.205333,24.047333,27.721333,30.863448,31.999000,32.146000,29.702000,24.862667,19.831034,15.036897
CANTON 4N/UNITED STATES OF AMERICA,42500221389.000000,32.671400,-90.036100,76.200000,12.998095,14.912917,20.103333,24.203333,28.174800,31.699583,33.116000,33.323636,30.292800,24.937500,19.765833,14.188800
CLARKSDALE/UNITED STATES OF AMERICA,42500221707.000000,34.186400,-90.557200,52.700000,9.609130,11.978333,17.291250,22.526957,26.900000,31.152917,32.163043,32.056087,29.080455,23.526522,17.231250,11.115000
COLUMBIA/UNITED STATES OF AMERICA,42500221865.000000,31.250300,-89.836100,45.700000,15.111071,17.470000,21.518214,25.278276,29.188571,32.296071,33.291481,33.302143,30.882500,26.043929,20.968929,16.296429
COLUMBUS/UNITED STATES OF AMERICA,42500221880.000000,33.467800,-88.384700,44.200000,12.658966,15.569259,20.261724,24.769286,28.911034,32.415172,33.989630,33.954138,30.760000,25.066207,19.450690,13.887500
CORINTH 7 SW/UNITED STATES OF AMERICA,42500221962.000000,34.879200,-88.617800,117.300000,9.366296,12.054286,17.176538,22.487778,26.449259,30.519259,32.171667,32.024800,28.575385,22.568462,16.761250,10.484643
CRYSTAL SPGS EXP STN/UNITED STATES OF AMERICA,42500222094.000000,31.946100,-90.377500,148.400000,14.235357,16.477931,20.722069,24.705000,28.788148,32.044643,33.252593,33.247143,30.381154,25.739286,20.409259,15.343077
FOREST/UNITED STATES OF AMERICA,42500223107.000000,32.360000,-89.420800,137.200000,12.777500,15.290000,19.742500,23.867200,27.774583,31.083200,32.464400,32.223200,29.586923,24.604167,19.332609,14.078261
GREENVILLE/UNITED STATES OF AMERICA,42500223605.000000,33.359200,-91.060000,38.100000,10.915000,13.276875,18.211667,23.157647,27.499333,31.194615,32.908421,32.665000,29.825263,24.451000,18.256111,12.872941
HATTIESBURG 5SW/UNITED STATES OF AMERICA,42500223887.000000,31.254700,-89.339200,117.300000,15.319000,17.546897,21.796207,25.435000,29.215862,32.173103,33.158621,33.051667,30.838000,26.025517,21.204000,16.386333
HERNANDO/UNITED STATES OF AMERICA,42500223975.000000,34.816100,-89.985300,115.800000,9.919231,12.458519,17.827308,22.602500,27.082963,31.137600,32.574615,32.658148,29.231111,23.197600,16.865200,11.240400
HOLLY SPRINGS 4 N/UNITED STATES OF AMERICA,42500224173.000000,34.821900,-89.434700,147.200000,10.071111,12.689630,17.951852,23.094615,27.109630,31.072593,32.794815,32.741154,29.201481,23.470741,17.705556,11.746000
KOSCIUSKO/UNITED STATES OF AMERICA,42500224776.000000,33.058300,-89.579700,125.000000,11.716818,14.541818,19.192609,23.609130,27.063478,30.927273,32.094348,32.150870,29.050000,23.549048,18.228696,12.605000
LAUREL/UNITED STATES OF AMERICA,42500224939.000000,31.675600,-89.123600,68.600000,14.257500,16.776296,20.851071,24.960714,28.672222,31.597407,32.982222,32.477857,30.037500,25.185000,20.330345,15.391429
LOUISVILLE/UNITED STATES OF AMERICA,42500225247.000000,33.135300,-89.071100,177.100000,12.164074,14.545385,19.648571,23.590357,27.628571,31.243333,32.558889,32.271852,29.406154,23.897407,18.587778,13.410000
MONTICELLO/UNITED STATES OF AMERICA,42500225987.000000,31.551900,-90.105800,58.200000,15.643000,18.491500,23.271111,27.210000,30.766000,34.023333,35.221429,34.932500,32.122381,27.306667,22.260000,17.684000
MOORHEAD/UNITED STATES OF AMERICA,42500226009.000000,33.451900,-90.509400,35.700000,10.896923,13.237692,18.455769,23.341852,27.713462,31.351154,32.861852,32.978462,30.100800,24.356800,18.035000,12.333846
NATCHEZ/UNITED STATES OF AMERICA,42500226177.000000,31.588900,-91.340800,59.400000,13.733750,15.568000,19.782000,23.642083,27.633200,30.735417,31.880385,31.846250,29.294000,24.633462,19.349167,14.670000
PASCAGOULA 3 NE/UNITED STATES OF AMERICA,42500226718.000000,30.396400,-88.478100,3.700000,15.423571,16.947692,20.174138,23.705000,27.286296,30.012593,31.388621,31.444815,29.602857,25.500000,20.938966,16.581111
PONTOTOC EXP STN/UNITED STATES OF AMERICA,42500227111.000000,34.138100,-88.998300,123.400000,10.157000,12.617000,17.585333,22.166667,26.462333,30.103667,31.871724,31.865333,28.623667,22.897667,17.001333,11.359667
POPLARVILLE EXP STN/UNITED STATES OF AMERICA,42500227128.000000,30.840800,-89.545300,95.400000,14.728929,16.824138,20.626552,24.237931,28.324483,31.127586,32.034138,32.034815,29.648621,25.152143,20.226154,15.600385
PORT GIBSON 1 NE/UNITED STATES OF AMERICA,42500227132.000000,31.985000,-90.971900,36.600000,14.745385,17.430800,21.659615,25.462692,29.219231,32.157692,33.637778,33.798889,31.109200,26.268261,20.724000,15.777600
STATE UNIV/UNITED STATES OF AMERICA,42500228374.000000,33.469200,-88.782200,56.400000,12.093200,14.587857,19.397500,23.770357,27.940400,31.506154,33.139643,33.188800,30.014231,24.303600,18.880741,13.272500
UNIVERSITY/UNITED STATES OF AMERICA,42500229079.000000,34.380300,-89.535800,124.400000,11.271667,13.951667,18.836000,23.629655,27.846207,31.674667,33.169000,33.059000,29.868667,24.169667,18.382667,12.323448
WATER VALLEY/UNITED STATES OF AMERICA,42500229400.000000,34.158300,-89.631100,94.500000,11.240000,14.129259,18.827857,23.198519,27.335385,31.002593,32.541923,32.905200,29.716800,23.988800,18.408148,12.519231
WAVELAND/UNITED STATES OF AMERICA,42500229426.000000,30.294700,-89.383100,2.400000,14.840000,16.552000,19.820435,23.428750,27.436800,30.075417,31.356522,31.372000,29.180870,24.858800,19.815000,15.763333
WAYNESBORO 2 W/UNITED STATES OF AMERICA,42500229439.000000,31.677200,-88.670800,61.000000,14.860000,17.408214,21.940370,25.612759,29.444074,32.520357,33.633214,33.597143,31.002593,26.075556,21.033571,16.051154
WOODVILLE 4 ESE/UNITED STATES OF AMERICA,42500229793.000000,31.092800,-91.232800,121.900000,15.435000,17.781481,21.504615,25.313846,29.088000,31.803077,32.943200,33.057826,30.631429,26.273704,21.559615,16.713750
YAZOO CITY 5 NNE/UNITED STATES OF AMERICA,42500229860.000000,32.902800,-90.381700,32.600000,14.204138,16.376667,21.152857,25.875357,29.827778,33.282692,34.690714,34.718214,31.899310,26.412500,20.757586,15.291071
APPLETON CITY/UNITED STATES OF AMERICA,42500230204.000000,38.186900,-94.028100,259.700000,4.376429,7.643929,13.530714,18.980345,23.921724,28.570690,31.102414,30.862500,26.167241,19.948077,12.704643,5.570357
BOWLING GREEN 1 E/UNITED STATES OF AMERICA,42500230856.000000,39.344700,-91.171100,270.400000,1.324000,5.335000,10.940000,17.715789,22.718421,27.590000,30.087143,29.133500,24.982500,18.977500,11.026316,3.357368
BRUNSWICK/UNITED STATES OF AMERICA,42500231037.000000,39.424700,-93.133100,201.800000,1.907500,5.532000,11.704583,18.433333,22.949565,27.612083,29.941200,29.270000,24.900769,18.865000,11.241538,3.904000
CARUTHERSVILLE/UNITED STATES OF AMERICA,42500231364.000000,36.168600,-89.664200,82.300000,7.844231,10.388333,15.702800,21.599259,26.634643,30.811071,32.699643,31.949259,28.222963,22.601923,15.514800,9.037600
CLINTON/UNITED STATES OF AMERICA,42500231711.000000,38.395000,-93.771100,234.700000,4.849615,7.609286,13.578889,19.319643,24.201481,28.982857,31.883333,31.504286,26.728148,20.446071,13.099630,5.962143
CONCEPTION/UNITED STATES OF AMERICA,42500231822.000000,40.239400,-94.683300,337.700000,1.153333,4.178000,10.790333,17.264000,22.653000,27.728621,30.086429,29.641667,25.178667,18.479333,10.151000,2.684138
DONIPHAN/UNITED STATES OF AMERICA,42500232289.000000,36.620600,-90.812500,88.100000,7.597692,10.401154,16.073846,21.620000,25.749231,30.472800,32.345385,31.979259,27.736923,21.526000,15.301923,8.299600
FARMINGTON/UNITED STATES OF AMERICA,42500232809.000000,37.792200,-90.410300,282.900000,5.261154,8.277692,13.860000,19.611538,24.020769,28.415926,30.620714,30.381786,25.814286,20.097037,12.843846,6.757692
JEFFERSON CITY WTP/UNITED STATES OF AMERICA,42500234271.000000,38.585000,-92.182500,204.200000,4.336897,7.253103,13.085000,19.141852,23.831429,28.404643,31.093448,30.741379,26.120345,19.924138,12.770714,5.529643
LAMAR/UNITED STATES OF AMERICA,42500234705.000000,37.499400,-94.269700,298.700000,5.504667,8.531333,13.924333,19.595517,23.827667,28.323667,31.032667,31.147333,26.544000,20.520000,13.630333,6.691000
LEBANON 2W/UNITED STATES OF AMERICA,42500234825.000000,37.685000,-92.693600,389.800000,5.812000,8.445172,14.416207,19.684828,24.301034,28.507241,31.080000,30.971538,26.351429,20.320357,13.316786,6.892857
LEES SUMMIT REED WR/UNITED STATES OF AMERICA,42500234850.000000,38.880300,-94.335800,304.800000,2.506957,5.624583,11.826250,16.748800,22.193182,27.224167,29.917917,29.323750,24.871250,18.772000,10.909167,4.080000
LEXINGTON 3E/UNITED STATES OF AMERICA,42500234904.000000,39.182800,-93.855000,251.500000,3.710357,6.541071,13.060000,18.921481,23.968077,28.760400,30.897308,30.310000,26.406923,19.805200,11.949630,5.356154
LOCKWOOD/UNITED STATES OF AMERICA,42500235027.000000,37.390800,-93.948900,326.100000,5.879231,9.080000,14.359259,19.677407,24.337037,28.926667,31.584231,31.776296,26.963846,20.827692,14.221923,7.209231
MARBLE HILL/UNITED STATES OF AMERICA,42500235253.000000,37.303600,-89.966400,118.900000,6.539655,9.387000,15.067667,20.734483,24.964333,29.430000,31.514333,31.297586,27.253667,21.643103,14.386333,7.808667
MEXICO/UNITED STATES OF AMERICA,42500235541.000000,39.175600,-91.886100,244.400000,3.493600,6.082692,12.701852,19.405769,24.035000,28.960000,31.123333,30.495385,26.196800,19.749167,12.670769,4.566000
MOBERLY/UNITED STATES OF AMERICA,42500235671.000000,39.419400,-92.436900,262.100000,2.920000,5.801111,12.233704,18.125926,23.290714,28.230357,30.762222,30.068889,25.303214,19.194231,11.903200,4.578846
MTN GROVE 2 N/UNITED STATES OF AMERICA,42500235834.000000,37.152800,-92.263600,442.000000,5.383929,8.321429,13.508929,19.365714,23.650345,28.030345,30.621071,30.922143,26.328889,19.935357,13.435000,6.275000
NEOSHO/UNITED STATES OF AMERICA,42500235976.000000,36.863900,-94.360000,308.200000,8.322333,11.107667,16.219000,21.610667,25.850667,29.987000,32.698667,32.925667,28.276333,22.396667,15.898966,9.396000
ROLLA UNI OF MISSOUR/UNITED STATES OF AMERICA,42500237263.000000,37.957200,-91.775800,355.700000,5.105333,8.073333,13.597000,19.834138,24.467667,28.916333,31.553000,31.374333,26.618333,20.404667,13.423333,6.388667
SPICKARD 7 W/UNITED STATES OF AMERICA,42500237963.000000,40.247200,-93.715800,266.700000,1.034815,3.853704,10.476786,16.912222,22.029630,27.346667,30.043929,29.500357,24.843333,18.232963,10.040000,2.357500
STEFFENVILLE/UNITED STATES OF AMERICA,42500238051.000000,39.971400,-91.887200,210.300000,0.988333,3.646667,10.514333,16.975862,22.048571,26.807586,29.313333,28.650333,24.297857,17.915667,9.948667,2.309667
SWEET SPRINGS/UNITED STATES OF AMERICA,42500238223.000000,38.966400,-93.419400,205.700000,3.261852,6.928929,13.037500,18.982963,24.128214,28.690769,31.255714,30.588929,26.157500,19.875714,12.269630,5.136071
TRUMAN DAM & RSVR/UNITED STATES OF AMERICA,42500238466.000000,38.258100,-93.398900,192.600000,5.667143,9.070909,14.053200,19.743600,24.685769,29.299130,31.978519,31.563333,27.030370,21.025556,14.204231,7.275652
UNIONVILLE/UNITED STATES OF AMERICA,42500238523.000000,40.475000,-93.003100,323.100000,1.130667,2.976667,11.138667,17.501250,22.561875,27.653333,29.753125,28.914375,24.189333,17.403333,9.786667,1.398667
WARRENTON 1 N/UNITED STATES OF AMERICA,42500238725.000000,38.835000,-91.138600,252.100000,4.836087,7.030417,13.167917,19.666000,24.093200,28.936087,30.912174,30.612609,26.201818,19.935714,13.203043,5.421200
ANACONDA/UNITED STATES OF AMERICA,42500240199.000000,46.131400,-112.956900,1609.300000,0.942692,2.757692,6.950385,11.091154,16.653462,21.116000,26.683214,25.882857,20.233929,12.823571,4.234286,-0.288519
AUGUSTA/UNITED STATES OF AMERICA,42500240364.000000,47.493100,-112.396400,1240.500000,2.440435,3.876190,8.278095,12.394545,17.982917,22.205000,27.187407,26.903929,21.114643,14.236087,5.013000,2.048500
BIG TIMBER/UNITED STATES OF AMERICA,42500240780.000000,45.832800,-109.950300,1249.700000,2.837500,4.910357,9.432857,13.668889,19.353704,24.361111,29.518148,29.191429,22.281429,15.012143,6.908214,1.941786
BOZEMAN MONTANA ST U/UNITED STATES OF AMERICA,42500241044.000000,45.662200,-111.045300,1497.500000,-0.268214,1.650714,6.346786,11.153929,16.241071,20.896786,26.465000,26.172143,19.744074,12.713571,3.883214,-1.424643
CASCADE 5 S/UNITED STATES OF AMERICA,42500241552.000000,47.219400,-111.710000,1024.100000,3.369333,4.803000,9.111333,14.144667,19.184667,23.521333,29.008333,28.590667,22.383667,15.387241,7.304333,2.720667
CHINOOK/UNITED STATES OF AMERICA,42500241722.000000,48.588300,-109.225600,737.600000,-2.043103,0.740000,7.214333,15.080000,19.833793,24.686552,29.037667,28.521034,21.830667,14.434444,5.005172,-1.256000
CHOTEAU/UNITED STATES OF AMERICA,42500241737.000000,47.820600,-112.191900,1172.000000,2.309286,3.375000,7.854074,12.617857,17.963214,22.198214,26.894074,26.513571,20.781429,14.167692,5.762857,1.941154
CUT BANK AP/UNITED STATES OF AMERICA,42500242173.000000,48.603300,-112.375300,1169.800000,0.277037,1.648929,5.527500,11.450000,16.680000,21.274286,26.399310,26.092414,19.823448,12.878276,4.622069,0.156207
DILLON WMCE/UNITED STATES OF AMERICA,42500242409.000000,45.212800,-112.644700,1593.500000,-0.235667,2.247000,6.926667,11.547667,17.034667,21.677667,26.943333,25.708667,20.239333,12.930667,4.273667,-1.384000
EKALAKA/UNITED STATES OF AMERICA,42500242689.000000,45.890300,-104.546100,1043.900000,-1.346000,0.674400,6.484800,12.920833,18.638400,24.336923,29.026923,28.073333,20.924800,13.584000,5.088846,-1.181600
ENNIS/UNITED STATES OF AMERICA,42500242793.000000,45.339400,-111.711100,1509.700000,0.515862,2.843103,7.456333,12.236897,17.714138,22.213667,27.468000,26.851724,21.083667,13.862333,5.208333,-0.409000
FLATWILLOW 4 ENE/UNITED STATES OF AMERICA,42500243013.000000,46.851100,-108.313300,954.900000,1.454643,4.087931,8.697857,14.517857,19.241786,24.246786,29.123571,29.057500,22.578929,15.309643,6.975926,1.482500
FORKS 4 NNE/UNITED STATES OF AMERICA,42500243089.000000,48.777800,-107.453600,792.200000,-4.144286,-2.390000,6.492667,14.101333,20.507857,24.940000,28.535000,28.437857,20.832857,13.781429,2.581429,-3.813846
FT ASSINNIBOINE/UNITED STATES OF AMERICA,42500243110.000000,48.498300,-109.797200,796.400000,-3.108276,0.062414,6.340345,13.694444,18.899655,24.010345,28.611379,28.352500,21.232414,13.647931,4.355333,-2.016000
FORTINE 1 N/UNITED STATES OF AMERICA,42500243139.000000,48.778300,-114.899700,914.400000,-2.190476,1.567143,7.739524,13.276000,18.190526,21.884000,26.510500,26.800000,20.485714,11.688000,1.691000,-2.960476
GLASGOW INTL AP/UNITED STATES OF AMERICA,42500243558.000000,48.213900,-106.621400,696.500000,-4.752667,-1.629333,5.782333,14.312000,19.901333,24.839333,29.523000,29.127667,22.107667,13.897333,4.262667,-3.325667
GLENDIVE/UNITED STATES OF AMERICA,42500243581.000000,47.106400,-104.718300,632.800000,-2.789000,0.574333,6.947333,14.578667,20.317333,25.461333,30.381667,29.939655,22.949310,14.851333,5.053333,-2.152667
GREAT FALLS AP/UNITED STATES OF AMERICA,42500243751.000000,47.473300,-111.382200,1116.800000,1.909000,3.488000,7.730667,13.104667,18.239333,22.928667,28.574667,27.917333,21.252333,14.260667,6.280333,1.422667
HAMILTON/UNITED STATES OF AMERICA,42500243885.000000,46.255300,-114.164200,1080.500000,2.659615,5.251923,10.388000,14.681600,19.711200,23.938000,29.058400,28.376538,22.474231,14.757778,6.654444,0.871481
HEBGEN DAM/UNITED STATES OF AMERICA,42500244038.000000,44.866700,-111.339200,1977.800000,-6.714643,-3.587778,2.203214,7.055185,13.651786,19.302000,24.558462,24.165556,18.013929,9.074286,-0.426552,-7.038214
HELENA AP ASOS/UNITED STATES OF AMERICA,42500244055.000000,46.605600,-111.963600,1166.800000,0.118966,3.246897,8.474828,13.889310,19.027586,23.773793,29.410345,28.638621,22.051071,14.439643,5.840690,-0.741379
HUNTLEY EXP STN/UNITED STATES OF AMERICA,42500244345.000000,45.922800,-108.244400,924.800000,2.578889,5.006296,10.116667,15.455185,20.154444,24.965926,30.291111,29.771111,23.179643,15.803103,8.076786,2.065714
HYSHAM 25 SSE/UNITED STATES OF AMERICA,42500244364.000000,45.935300,-107.137500,944.900000,1.418571,3.747083,8.938261,14.796957,20.502500,25.705909,31.452692,30.895600,23.692000,16.230800,7.368462,1.981739
JORDAN/UNITED STATES OF AMERICA,42500244522.000000,47.314400,-106.910300,798.600000,-1.083214,1.784615,8.660385,15.509615,20.544815,25.823214,30.913214,30.452500,23.421538,15.538889,6.382692,-0.400741
KALISPELL GLACIER AP/UNITED STATES OF AMERICA,42500244558.000000,48.304200,-114.263600,901.300000,-0.474583,2.394800,7.679600,13.479200,18.075200,22.259231,27.698846,27.384615,20.992000,12.501200,4.026667,-1.374583
LIBBY 1 NE RS/UNITED STATES OF AMERICA,42500245015.000000,48.403600,-115.539200,638.900000,0.068571,4.459310,10.280667,15.348276,21.107000,25.425517,30.015333,29.995000,23.392333,13.394483,3.707667,-0.724483
LIVINGSTON 12 S/UNITED STATES OF AMERICA,42500245080.000000,45.483600,-110.568900,1484.400000,0.779310,2.769655,7.306897,12.010345,17.010714,21.377667,26.557667,26.157333,20.031429,13.146897,5.432759,0.123333
MALTA 7 E/UNITED STATES OF AMERICA,42500245338.000000,48.393900,-107.728600,680.000000,-2.631000,0.890667,8.291667,16.439667,21.657586,26.360333,30.761000,30.146897,23.423448,16.089667,5.783667,-1.425333
MEDICINE LAKE 3 SE/UNITED STATES OF AMERICA,42500245572.000000,48.482800,-104.451400,591.900000,-6.514643,-3.036897,3.643103,12.695000,18.554444,23.427143,27.358148,27.352222,20.696429,12.523793,2.436552,-4.699259
MILDRED 5 N/UNITED STATES OF AMERICA,42500245668.000000,46.761400,-104.961900,757.100000,-1.700333,1.668000,7.983103,14.981333,20.392667,25.797586,30.848276,30.238929,23.618000,15.412333,6.180000,-0.863103
MILES CITY AP/UNITED STATES OF AMERICA,42500245690.000000,46.426700,-105.882500,799.800000,-0.946207,2.292069,8.224138,15.080667,20.541667,26.201379,31.465333,30.876000,23.624333,15.321667,6.704828,-0.098214
MOCCASIN EXP STN/UNITED STATES OF AMERICA,42500245761.000000,47.057500,-109.951400,1310.600000,3.153667,3.639333,7.401667,12.199000,17.137333,21.613333,27.210333,27.246333,20.821000,14.224667,6.942667,2.476667
NORRIS MADISON PH/UNITED STATES OF AMERICA,42500246157.000000,45.485600,-111.632500,1446.300000,2.078333,4.360345,8.243667,12.549000,18.064667,22.938667,28.669667,28.401379,22.307333,14.540333,6.585333,1.584138
