,ID,Latitud,Longitud,Elevación,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
TENNANT CREEK MO/AUSTRALIA,50194238000.000000,-19.630000,134.180000,375.000000,123.906667,114.675862,53.086667,19.441379,7.620000,3.414286,4.380000,1.034483,6.553333,17.800000,39.772414,67.813333
BRUNETTE DOWN/AUSTRALIA,50194242000.000000,-18.650000,135.950000,219.000000,95.788000,106.548000,64.432000,9.708000,6.420000,2.684000,0.900000,0.508333,4.741667,15.760870,39.060870,82.260870
ALEXANDRIA DOWNS/AUSTRALIA,50194242002.000000,-19.070000,136.700000,274.000000,102.829167,96.180000,51.100000,11.720833,8.154167,4.816000,6.486957,0.870833,5.029167,17.922727,42.950000,84.272727
UNDILLA/AUSTRALIA,50194255002.000000,-19.630000,138.630000,250.000000,117.436000,121.796000,39.900000,10.828000,6.420000,7.400000,6.533333,1.039130,1.750000,18.975000,41.891304,96.730435
MOUNT ISA (FLORA DOW/AUSTRALIA,50194255003.000000,-20.120000,138.800000,300.000000,96.270833,104.524000,32.916667,11.466667,12.300000,7.237500,6.372727,3.133333,3.663636,20.531818,54.721739,82.240909
BURKETOWN/AUSTRALIA,50194259000.000000,-17.730000,139.530000,8.000000,201.788000,206.316000,144.096000,16.108000,7.028000,6.628000,4.168000,0.204348,1.878261,13.379167,40.675000,127.909091
LAWN HILL/AUSTRALIA,50194259002.000000,-18.580000,138.580000,70.000000,139.895652,153.548000,68.560000,10.891304,7.495833,5.226087,0.395652,0.060870,2.350000,21.212500,42.939130,120.939130
KOWANYAMA/AUSTRALIA,50194268000.000000,-15.480000,141.730000,14.000000,341.052000,388.212000,226.824000,60.700000,6.450000,2.258333,1.704000,1.726087,0.225000,23.725000,58.700000,167.959091
CROYDON/AUSTRALIA,50194269000.000000,-18.200000,142.230000,119.000000,199.656000,172.644000,97.096000,20.104000,7.776000,1.869565,3.775000,1.034783,3.791667,13.137500,53.973913,116.513043
GEORGETOWN/AUSTRALIA,50194275000.000000,-18.300000,143.550000,295.000000,238.420000,190.324000,83.176000,28.176000,10.552000,8.712000,6.232000,3.433333,2.316667,15.283333,52.345833,109.308696
MOUNT SURPRISE/AUSTRALIA,50194275001.000000,-18.150000,144.320000,453.000000,200.340000,187.883333,61.117391,21.534783,14.773913,8.725000,7.304167,4.827273,1.771429,15.781818,67.031818,115.236364
LYNDHURST/AUSTRALIA,50194275002.000000,-19.200000,144.370000,884.000000,176.968000,165.118182,60.747826,31.850000,19.813043,12.331818,12.486957,7.904762,4.404762,26.509091,70.759091,87.985000
PALMERVILLE/AUSTRALIA,50194276000.000000,-16.980000,144.070000,204.000000,235.808000,254.384000,142.120000,35.941667,16.292000,5.848000,3.316667,2.141667,3.162500,17.954545,71.873913,146.800000
LAURA/AUSTRALIA,50194283002.000000,-15.570000,144.450000,91.000000,194.484000,254.124000,126.444000,28.732000,13.683333,5.733333,1.809524,1.672727,2.286364,23.600000,50.954545,144.056522
LOW ISLES/AUSTRALIA,50194285000.000000,-16.380000,145.570000,4.000000,394.258333,403.037500,440.504000,249.580000,117.952000,59.544000,42.940000,41.009091,41.150000,47.069565,128.279167,225.250000
MOSSMAN SOUTH/AUSTRALIA,50194285002.000000,-16.480000,145.380000,-999.000000,407.980000,448.064000,398.852000,206.969565,96.180000,50.232000,43.740000,35.312500,45.650000,73.370833,165.408333,233.004167
CAIRNS AIRPOR/AUSTRALIA,50194287000.000000,-16.880000,145.750000,7.000000,381.953333,449.506667,379.940000,214.710345,88.160000,39.242857,31.133333,25.034483,35.000000,43.717241,112.320000,179.720000
KURANDA RAILWAY STAT/AUSTRALIA,50194287001.000000,-16.820000,145.630000,0.000000,322.180000,471.476000,373.112500,217.940000,105.192000,55.856000,53.392000,54.791667,40.037500,49.395833,92.887500,186.818182
IRVINEBANK/AUSTRALIA,50194288002.000000,-17.430000,145.200000,756.000000,186.166667,197.158333,107.529167,37.086957,24.563636,11.260000,5.986957,3.740909,4.771429,23.621053,87.581818,162.752381
CARDWELL/AUSTRALIA,50194292000.000000,-18.250000,146.020000,7.000000,363.756000,483.008000,311.736000,222.112500,96.968000,38.720000,29.960000,28.704167,40.750000,48.779167,178.395833,157.969565
TOWNSVILLE AM/AUSTRALIA,50194294000.000000,-19.250000,146.750000,9.000000,250.270000,292.000000,95.953333,58.386667,32.226667,20.881481,13.931034,10.437037,11.655172,25.566667,81.986207,144.951724
AYR (BURDEKIN SHIRE/AUSTRALIA,50194294001.000000,-19.570000,147.400000,11.000000,164.252174,204.633333,116.791304,61.200000,51.183333,20.640000,13.764000,14.613043,10.091304,23.352174,50.556522,131.030000
AYR (KALAMIA ESTATE)/AUSTRALIA,50194294002.000000,-19.520000,147.420000,6.000000,173.000000,206.100000,119.216000,69.092000,46.404545,23.543478,15.439130,16.182609,8.043478,32.954545,68.522727,134.945000
WOODHOUSE/AUSTRALIA,50194294003.000000,-19.920000,147.120000,61.000000,158.273913,171.872727,94.020833,46.909091,53.072727,13.973913,15.604000,13.222727,6.043478,24.739130,55.117391,104.156522
LUCINDA POST OFFICE/AUSTRALIA,50194295002.000000,-18.530000,146.330000,2.000000,299.392000,476.040000,335.136364,231.769565,137.016667,62.804000,47.492000,55.534783,42.565217,40.940909,133.177273,145.423810
CARNARVON AIR/AUSTRALIA,50194300000.000000,-24.870000,113.670000,7.000000,7.993333,16.820000,13.635714,15.766667,29.103448,46.485714,43.846667,18.482759,7.180000,2.986207,4.800000,0.614815
CARNARVON (DOORAWARR/AUSTRALIA,50194300002.000000,-24.800000,114.430000,70.000000,23.775000,39.056000,30.608000,11.592000,28.196000,38.708000,37.720833,18.983333,4.483333,3.621739,3.408696,5.181818
LEARMONTH AIR/AUSTRALIA,50194302000.000000,-22.230000,114.080000,6.000000,16.814286,36.840000,34.391667,13.131034,39.933333,47.153846,22.700000,10.742857,2.703448,0.829630,0.950000,1.384615
EXMOUTH (NINGALOO)/AUSTRALIA,50194302001.000000,-22.700000,113.670000,10.000000,11.045455,25.312000,24.992000,18.072000,45.088000,45.568000,34.091667,14.158333,5.191667,2.183333,1.091667,0.500000
ONSLOW/AUSTRALIA,50194305000.000000,-21.630000,115.100000,5.000000,18.437500,68.717391,33.825000,17.256522,42.895652,53.313043,13.843478,4.818182,1.586364,0.331818,0.304762,1.305263
PANNAWONICA (PANNAWO/AUSTRALIA,50194306001.000000,-21.680000,116.320000,201.000000,75.883333,109.850000,80.356000,26.584000,31.062500,34.229167,17.447826,6.069565,1.243478,0.952174,7.504348,27.300000
ONSLOW (RED HILL)/AUSTRALIA,50194306002.000000,-21.970000,116.070000,150.000000,58.968000,106.283333,72.562500,30.186364,34.212500,38.273913,10.939130,6.273913,1.504348,0.260870,3.681818,27.927273
ONSLOW (YARRALOOLA)/AUSTRALIA,50194306003.000000,-21.570000,115.880000,50.000000,36.491667,91.429167,58.580952,21.573913,35.316667,34.041667,9.533333,4.913043,1.433333,0.000000,1.358333,14.304348
ROEBOURNE/AUSTRALIA,50194309000.000000,-20.780000,117.120000,13.000000,32.816667,80.395833,48.650000,22.404167,22.070833,31.083333,15.750000,5.169565,0.647826,0.036364,0.528571,9.826316
PANNAWONICA (MILLSTR/AUSTRALIA,50194309003.000000,-21.600000,117.070000,300.000000,76.112500,117.843478,71.400000,23.669565,25.026087,33.169565,14.722727,7.815000,1.166667,1.094444,3.213636,34.661905
PORT HEDLAND (PORT H/AUSTRALIA,50194310001.000000,-20.370000,118.620000,9.000000,47.060870,102.872000,36.133333,16.691667,26.968000,22.443478,15.165217,4.114286,0.914286,0.323810,0.627273,5.280000
WITTENOOM/AUSTRALIA,50194313000.000000,-22.230000,118.330000,464.000000,104.888000,132.128000,61.770833,35.916000,28.544000,29.044000,17.264000,8.425000,2.350000,1.582609,6.747826,58.330435
WITTENOOM (MULGA DOW/AUSTRALIA,50194313003.000000,-22.100000,118.470000,400.000000,87.504000,123.200000,58.484000,29.544000,19.748000,25.931818,15.483333,7.156522,1.886957,1.686957,5.759091,47.857143
MARBLE BAR/AUSTRALIA,50194315000.000000,-21.170000,119.750000,189.000000,86.124000,122.362500,63.448000,20.591667,21.776000,20.084000,16.387500,9.045833,1.060870,1.950000,9.973913,49.939130
NYANG/AUSTRALIA,50194318000.000000,-23.030000,115.030000,112.000000,42.116000,76.640000,49.264000,13.964000,34.424000,29.720000,19.695833,11.721739,1.800000,1.408696,2.678261,15.695652
BALGO HILLS/AUSTRALIA,50194320000.000000,-20.130000,127.870000,421.000000,76.432000,117.472000,61.820833,20.864000,9.616667,6.600000,5.287500,0.421739,2.127273,8.909091,24.427273,66.336364
HALLS CREEK (STURT C/AUSTRALIA,50194320001.000000,-19.170000,128.170000,400.000000,113.632000,166.626087,85.008333,22.158333,4.708696,7.663636,2.438095,0.000000,3.490000,12.385714,36.572727,85.580952
YUENDUMU/AUSTRALIA,50194324000.000000,-22.250000,131.780000,668.000000,55.816667,74.562500,49.550000,21.020000,22.464000,11.162500,10.439130,2.991667,8.159091,17.173913,32.921739,54.995455
ALICE SPRINGS/AUSTRALIA,50194326000.000000,-23.800000,133.880000,547.000000,41.820000,35.717241,36.544828,12.489655,18.293333,13.014286,16.580000,5.268966,7.262069,21.333333,32.666667,42.427586
HENBURY STATION/AUSTRALIA,50194326002.000000,-24.550000,133.250000,432.000000,37.096000,42.004000,28.560000,8.637500,19.656000,17.904000,10.358333,4.445833,6.725000,16.721739,23.145455,29.431818
UNDOOLYA STATION/AUSTRALIA,50194326004.000000,-23.700000,134.030000,558.000000,43.634783,39.391667,36.075000,20.708333,22.025000,17.528000,10.439130,4.790909,5.508333,21.120833,31.225000,46.154545
JERVOIS/AUSTRALIA,50194327000.000000,-22.950000,136.130000,323.000000,43.466667,52.136000,26.372000,19.416000,18.596000,12.728000,12.130435,4.620833,5.591667,17.395652,23.286957,29.190909
URANDANGIE/AUSTRALIA,50194329000.000000,-21.600000,138.300000,175.000000,59.736000,61.084000,31.692000,12.096000,10.016000,8.116667,7.475000,5.270833,4.750000,16.150000,34.637500,54.156522
MT ISA AIRPOR/AUSTRALIA,50194332000.000000,-20.670000,139.480000,344.000000,115.146667,105.033333,52.957143,4.928000,10.048276,5.014815,5.914286,2.606897,5.700000,20.441379,44.526667,76.346667
CLONCURRY (FORT CONS/AUSTRALIA,50194332004.000000,-20.470000,140.570000,60.000000,114.256000,98.816667,74.744000,11.840000,10.440000,8.684000,6.579167,3.130435,3.366667,20.987500,41.837500,84.717391
LEICHHARDT WEST/AUSTRALIA,50194332006.000000,-20.600000,139.680000,0.000000,104.668000,92.045833,58.554167,8.648000,12.388000,7.852000,6.318182,2.754545,4.047826,15.854545,26.280952,85.500000
DEVONCOURT/AUSTRALIA,50194332007.000000,-21.220000,140.230000,282.000000,105.344000,90.236364,67.883333,14.745833,17.400000,3.216667,6.750000,3.173913,4.052174,18.437500,40.847826,79.186957
BOULIA/AUSTRALIA,50194333000.000000,-22.920000,139.900000,158.000000,44.552000,47.379167,18.900000,16.216000,13.908000,8.104167,8.748000,4.204167,5.652174,16.087500,27.458333,39.100000
BRIGHTON DOWNS/AUSTRALIA,50194333001.000000,-23.370000,141.570000,0.000000,46.786957,41.820000,22.229167,23.608333,14.016667,9.034783,10.995833,6.308333,3.629167,17.478261,32.721739,41.026087
COORABULKA/AUSTRALIA,50194333005.000000,-23.730000,140.300000,146.000000,47.729167,30.866667,17.395833,19.012000,17.940000,9.962500,9.221739,4.554167,3.518182,13.000000,24.114286,34.395455
GLENORMISTON/AUSTRALIA,50194333007.000000,-22.920000,138.800000,140.000000,51.516000,50.192000,17.744000,12.692000,16.492000,7.140000,8.541667,4.791304,3.930435,14.952174,21.043478,33.382609
JULIA CREEK/AUSTRALIA,50194337000.000000,-20.650000,141.730000,124.000000,114.165217,119.770833,48.268182,14.539130,14.640909,12.230435,7.650000,4.079167,2.513043,19.550000,38.031818,67.219048
CANOBIE (CLONCURRY R/AUSTRALIA,50194337002.000000,-19.480000,140.930000,55.000000,128.148000,114.775000,67.729167,11.581818,12.391304,6.261905,4.323810,3.352381,0.790909,16.173913,36.695455,91.486364
MILLUNGERA/AUSTRALIA,50194337005.000000,-19.850000,141.550000,103.000000,128.812500,133.258333,52.086957,9.020000,12.760000,11.200000,5.788000,4.062500,1.937500,12.917391,45.856522,103.178261
GLENBERVIE/AUSTRALIA,50194337008.000000,-21.230000,141.900000,171.000000,108.678261,78.645000,45.913636,10.977273,16.343478,11.414286,10.452381,3.643478,3.713043,18.042857,24.181818,53.530435
KYNUNA/AUSTRALIA,50194337009.000000,-21.580000,141.920000,472.000000,75.488000,94.687500,44.391667,13.478261,8.208696,12.347826,9.495238,1.739130,1.038095,15.931818,28.977273,41.327273
WINTON (POST/AUSTRALIA,50194339000.000000,-22.380000,143.030000,184.000000,64.880000,94.237500,39.664000,21.924000,21.288000,18.236000,15.408000,7.437500,5.358333,19.325000,48.041667,52.526087
AYRSHIRE DOWNS/AUSTRALIA,50194339001.000000,-21.970000,142.720000,188.000000,73.468000,102.195833,37.280000,20.104000,16.688000,15.748000,14.266667,5.091667,2.800000,19.654167,39.075000,57.379167
ELDERSLIE/AUSTRALIA,50194339003.000000,-22.300000,142.470000,0.000000,63.952000,96.604000,35.068000,16.948000,19.804000,19.812000,10.444000,5.179167,3.041667,20.075000,34.187500,55.050000
WARRNAMBOOL DOWNS/AUSTRALIA,50194339004.000000,-22.820000,142.830000,0.000000,62.680000,82.740000,36.360000,17.012000,24.572000,14.712000,9.504348,6.641667,4.383333,18.033333,45.666667,56.100000
WINTON (BELMONT)/AUSTRALIA,50194339005.000000,-22.080000,143.500000,0.000000,67.445833,91.920000,27.220000,25.500000,15.428000,17.540000,10.491304,5.875000,2.995833,20.916667,43.825000,47.200000
RICHMOND/AUSTRALIA,50194340000.000000,-20.720000,143.130000,215.000000,122.212000,102.676000,43.840000,25.960000,17.028000,15.366667,10.952174,7.870833,3.741667,18.716667,33.000000,67.973913
GLENDOWER/AUSTRALIA,50194343001.000000,-20.750000,144.480000,0.000000,112.000000,76.114286,34.417391,23.481818,13.405263,14.950000,11.395238,9.650000,2.095238,20.652632,59.180000,57.940000
HUGHENDEN STATION/AUSTRALIA,50194343002.000000,-20.850000,144.230000,320.000000,113.052000,90.416000,41.512000,27.500000,19.825000,17.704167,10.043478,12.617391,2.582609,23.809091,45.630435,55.542857
BIRRICANNIA/AUSTRALIA,50194343006.000000,-21.920000,144.670000,0.000000,88.368000,94.952000,30.268000,39.904000,23.252000,18.091667,13.741667,9.412500,2.633333,22.525000,46.678261,55.566667
CAMERON DOWNS/AUSTRALIA,50194343007.000000,-21.380000,144.280000,280.000000,96.525000,103.191304,36.986364,31.008333,18.583333,20.016667,11.217391,10.220833,3.491304,24.963636,38.908696,57.536364
HOLMLEIGH/AUSTRALIA,50194343008.000000,-21.520000,144.630000,330.000000,80.091304,102.133333,26.454167,35.000000,23.891667,20.300000,12.192000,11.225000,4.408696,30.062500,43.186957,48.850000
KATANDRA/AUSTRALIA,50194343013.000000,-21.550000,143.800000,287.000000,100.576000,103.840000,28.460870,30.533333,13.804167,20.113043,11.791667,6.800000,3.347826,24.926087,55.173913,45.409091
ISISFORD/AUSTRALIA,50194345000.000000,-24.270000,144.430000,205.000000,62.866667,62.352000,32.828000,46.664000,38.228000,18.668000,18.336000,11.704167,9.933333,26.358333,50.934783,55.669565
ARRILALAH (WESTLAND)/AUSTRALIA,50194345002.000000,-23.970000,143.820000,0.000000,67.448000,59.036000,25.044000,48.252174,41.292000,19.260000,14.736000,8.683333,5.941667,17.662500,45.591667,43.621739
LONGREACH AIR/AUSTRALIA,50194346000.000000,-23.430000,144.270000,193.000000,73.420690,71.573333,36.015385,44.568966,24.133333,21.166667,17.965517,10.910345,11.140000,22.993103,41.593333,55.920000
AMBO/AUSTRALIA,50194346001.000000,-22.850000,144.480000,0.000000,69.104167,70.166667,31.504348,29.891667,19.325000,17.250000,7.420833,9.808696,2.043478,12.886957,42.337500,45.369565
MUTTABURRA (LANDSBOR/AUSTRALIA,50194346005.000000,-22.600000,144.530000,213.000000,75.404000,78.692000,37.056000,34.320000,19.432000,21.304167,18.492000,10.458333,4.679167,24.283333,46.345833,54.034783
ILFRACOMBE (BECONSFL/AUSTRALIA,50194346006.000000,-23.330000,144.550000,0.000000,68.972000,71.176000,42.920833,34.184000,29.508000,19.864000,19.208000,10.291667,6.925000,20.183333,55.016667,54.213043
CORONA DOWNS/AUSTRALIA,50194346007.000000,-23.130000,143.470000,0.000000,66.116667,80.328571,32.823810,31.052174,29.066667,14.134783,11.504545,11.227273,6.527273,15.727273,39.300000,46.227273
BARCALDINE/AUSTRALIA,50194350000.000000,-23.550000,145.280000,267.000000,72.928000,69.844000,34.944000,41.688000,36.283333,18.904000,22.420000,16.816667,10.691667,23.991667,53.408333,64.847826
ARAMAC/AUSTRALIA,50194350002.000000,-22.970000,145.230000,219.000000,83.844000,74.364000,30.348000,33.329167,27.764000,22.620000,18.136000,15.700000,6.408696,28.118182,48.504348,55.486957
BOWEN DOWNS/AUSTRALIA,50194350003.000000,-22.470000,145.000000,261.000000,79.416000,70.645833,31.537500,38.916667,25.129167,18.458333,15.875000,13.478261,3.704167,19.065217,43.336364,49.591304
COREENA/AUSTRALIA,50194350004.000000,-23.280000,145.400000,0.000000,68.320000,68.637500,34.240000,43.200000,30.320000,22.096000,19.880000,13.500000,6.625000,22.166667,49.500000,51.869565
ULCANBAH/AUSTRALIA,50194350006.000000,-22.030000,145.980000,0.000000,103.508333,95.808000,40.645833,40.796000,27.508000,21.776000,17.984000,16.643478,3.650000,27.947826,51.995455,54.572727
BLACKALL/AUSTRALIA,50194351000.000000,-24.420000,145.450000,285.000000,93.812000,69.676000,48.760000,43.768000,42.000000,22.824000,23.633333,16.116667,13.008333,30.487500,60.434783,59.065217
GILLESPIE (BARCOO RI/AUSTRALIA,50194351001.000000,-24.570000,145.780000,317.000000,101.556000,65.808000,35.852000,47.488000,43.316000,19.358333,24.066667,14.808333,10.325000,37.847826,56.591304,60.391304
EVORA STATION/AUSTRALIA,50194351003.000000,-24.020000,145.480000,0.000000,74.075000,65.478261,40.550000,40.441667,40.250000,22.500000,22.643478,15.079167,11.154167,29.686957,46.895238,57.190909
LISTOWEL DOWNS/AUSTRALIA,50194351004.000000,-25.200000,145.230000,338.000000,71.428000,62.700000,49.237500,34.156522,40.990909,19.417391,24.700000,12.743478,10.982609,26.969565,56.608696,55.365217
TERRICK TERRICK/AUSTRALIA,50194351005.000000,-24.730000,145.070000,277.000000,82.796000,64.177273,36.887500,38.637500,43.350000,21.682609,25.843478,10.386364,11.630435,22.321739,38.004545,53.973913
TAMBO/AUSTRALIA,50194355000.000000,-24.880000,146.250000,397.000000,94.812000,74.136000,39.948000,41.464000,41.892000,29.576000,25.852000,18.508333,14.687500,31.726087,49.291304,68.981818
LANSDOWNE/AUSTRALIA,50194355001.000000,-25.070000,146.270000,0.000000,79.392000,72.940000,33.681818,38.696000,42.732000,27.900000,24.856000,15.860870,13.508696,28.495652,56.847826,48.752174
PENTLAND POST OFFICE/AUSTRALIA,50194356003.000000,-20.530000,145.400000,403.000000,133.068182,135.420000,53.036000,41.292000,39.148000,17.272000,16.936000,12.670833,5.991667,26.695455,67.995833,82.514286
RAVENSWOOD POST OFFI/AUSTRALIA,50194356004.000000,-20.100000,146.880000,249.000000,111.760000,149.986957,68.391304,49.104545,34.226087,17.926087,15.830435,20.204348,4.969565,30.726087,48.318182,76.686364
SELLHEIM/AUSTRALIA,50194356006.000000,-20.020000,146.420000,240.000000,117.825000,105.560870,63.861905,48.142857,28.128571,17.863636,13.500000,13.200000,6.621739,23.612500,55.572727,79.186364
CAPELLA/AUSTRALIA,50194358001.000000,-23.080000,148.020000,228.000000,79.392000,78.452000,52.700000,42.675000,44.980000,22.100000,21.276000,25.695652,12.958333,39.525000,68.541667,68.919048
CLERMONT/AUSTRALIA,50194359000.000000,-22.820000,147.630000,269.000000,86.080000,98.208333,57.944000,44.576000,43.588000,23.400000,20.348000,27.150000,9.041667,39.660870,73.150000,89.647826
MORANBAH/AUSTRALIA,50194359001.000000,-22.020000,148.070000,240.000000,79.236000,83.336000,48.291667,41.929167,39.240000,22.892000,16.887500,27.275000,6.739130,39.795833,77.562500,102.552174
ALPHA POST OFFICE/AUSTRALIA,50194359002.000000,-23.650000,146.630000,351.000000,76.945833,79.556000,45.432000,27.883333,37.132000,27.224000,21.424000,23.258333,16.220833,40.504167,59.750000,67.365217
COLLINSVILLE/AUSTRALIA,50194360000.000000,-20.550000,147.830000,187.000000,100.368000,142.841667,66.425000,41.012000,41.560000,25.508000,17.433333,19.875000,9.745833,27.379167,59.339130,95.760870
STRATHMORE (COLLINSV/AUSTRALIA,50194360001.000000,-20.500000,147.630000,198.000000,116.616667,103.166667,63.895652,52.285714,36.463158,21.439130,20.538095,10.954545,8.636364,28.827273,42.263158,113.135000
ANAKIE RAILWAY STATI/AUSTRALIA,50194363002.000000,-23.550000,147.750000,248.000000,89.968000,82.612000,47.028000,37.256000,47.432000,24.380000,21.208000,27.433333,12.600000,50.325000,64.704167,78.026087
BLUFF/AUSTRALIA,50194363004.000000,-23.580000,149.070000,170.000000,68.164000,75.312000,51.956000,44.248000,39.612000,25.080000,19.620000,23.825000,21.816667,47.237500,60.829167,104.341667
COMET/AUSTRALIA,50194363006.000000,-23.600000,148.550000,167.000000,76.704000,68.104000,44.654167,41.668000,44.824000,27.128000,20.776000,21.458333,21.150000,51.791667,51.341667,71.456522
ROLLESTON/AUSTRALIA,50194364000.000000,-24.450000,148.620000,217.000000,81.844000,72.560000,51.212000,46.128000,46.854167,25.660000,24.116000,24.470833,22.295833,54.941667,66.108696,85.173913
SPRINGSURE (METEOR D/AUSTRALIA,50194364002.000000,-24.380000,148.330000,0.000000,101.437500,89.113043,54.763636,51.433333,46.265217,19.152174,23.339130,24.466667,18.431818,52.156522,56.013636,77.263636
MACKAY/AUSTRALIA,50194367000.000000,-21.120000,149.220000,31.000000,228.073333,304.586667,206.027586,159.486667,121.346667,68.300000,42.951724,22.620690,24.240000,35.893333,110.680000,191.482759
MACKAY SUGAR MILL ST/AUSTRALIA,50194367001.000000,-21.170000,149.120000,14.000000,218.775000,297.808333,200.122727,181.543478,112.326087,63.170833,37.064000,38.075000,17.379167,44.370833,126.565217,178.677273
NEBO POST OFFICE/AUSTRALIA,50194367003.000000,-21.700000,148.700000,195.000000,102.486364,113.933333,93.143478,54.980952,55.128571,28.314286,20.719048,17.322727,7.100000,39.561905,71.668182,104.238095
PLANE CREEK (CENTRAL/AUSTRALIA,50194367004.000000,-21.430000,149.220000,17.000000,249.004348,318.886957,238.331818,137.512500,100.183333,53.617391,37.260870,39.066667,18.665217,49.512500,157.009524,198.542105
PLEYSTOWE/AUSTRALIA,50194367005.000000,-21.150000,149.050000,26.000000,216.795652,280.312500,207.316667,168.570833,85.390909,60.760870,40.709524,35.123810,13.595455,46.754545,130.110000,127.476190
WANDOO/AUSTRALIA,50194367006.000000,-21.720000,149.000000,300.000000,121.912000,137.016667,97.876000,63.396000,52.416667,39.200000,23.141667,28.754167,12.230435,40.917391,74.747826,146.577273
MOUNT SPENCER 2/AUSTRALIA,50194367007.000000,-21.480000,148.650000,250.000000,132.552000,152.837500,96.432000,65.891667,48.883333,36.075000,23.886957,26.595652,13.659091,35.522727,65.817391,92.019048
BEVERLEY/AUSTRALIA,50194367008.000000,-21.250000,148.980000,30.000000,197.952174,220.435000,138.495833,113.136364,77.805000,43.530435,27.290476,16.431818,17.813636,48.204762,107.023810,120.204545
OXFORD DOWNS/AUSTRALIA,50194367009.000000,-21.820000,148.680000,0.000000,88.600000,97.350000,72.625000,46.975000,41.608000,25.700000,16.387500,27.641667,11.339130,38.247826,74.041667,98.013636
ST LAWRENCE/AUSTRALIA,50194369000.000000,-22.330000,149.530000,18.000000,121.284000,138.156000,100.196000,61.840000,68.304000,30.616667,28.004000,29.800000,13.933333,45.525000,99.673913,119.743478
ROCKHAMPTON A/AUSTRALIA,50194374000.000000,-23.380000,150.470000,14.000000,77.786207,114.806897,84.300000,57.255172,53.737931,44.128571,28.007407,23.772414,29.164286,52.133333,70.793333,121.489655
MOUNT MORGAN/AUSTRALIA,50194374001.000000,-23.630000,150.380000,244.000000,87.632000,111.983333,70.545833,51.050000,60.781818,29.550000,30.590909,32.962500,29.029167,61.904545,65.408696,128.343478
YEPPOON/AUSTRALIA,50194374002.000000,-23.100000,150.730000,75.000000,127.721739,159.475000,172.926087,136.658333,130.487500,57.236000,38.504000,38.408696,26.673913,60.265217,62.204348,146.872727
YAAMBA (FITZROY RIVE/AUSTRALIA,50194374003.000000,-23.150000,150.370000,19.000000,83.052000,106.828000,83.616667,59.183333,68.488000,38.200000,26.562500,31.513043,19.112500,39.770833,61.554167,124.252174
BARALABA/AUSTRALIA,50194375000.000000,-24.180000,149.800000,94.000000,78.868000,84.841667,67.416000,47.040000,46.956000,30.620000,24.432000,26.929167,24.087500,62.483333,78.378261,93.756522
DINGO POST OFFICE/AUSTRALIA,50194375002.000000,-23.650000,149.330000,113.000000,71.641667,82.770833,69.544000,38.388000,44.095833,24.666667,21.079167,28.970833,25.491304,51.591667,66.943478,91.363636
DUARINGA/AUSTRALIA,50194375003.000000,-23.720000,149.670000,86.000000,74.083333,86.834783,63.320833,48.465217,44.895833,28.060000,22.152000,28.495652,25.982609,50.354545,72.861905,91.156522
BANANA/AUSTRALIA,50194376002.000000,-24.470000,150.130000,134.000000,66.416000,69.443478,62.969565,35.728000,40.036000,25.179167,23.588000,20.629167,26.750000,61.269565,68.786364,91.839130
CAMBOON/AUSTRALIA,50194376003.000000,-25.020000,150.450000,360.000000,61.780000,69.604000,45.656000,47.528000,43.154545,29.004167,31.821739,26.458333,30.813636,74.363636,92.656522,93.469565
THANGOOL/AUSTRALIA,50194376004.000000,-24.480000,150.580000,199.000000,84.012000,75.412500,59.796000,37.784000,41.744000,30.945833,24.116000,24.758333,25.808333,66.541667,80.175000,105.247826
EIDSVOLD/AUSTRALIA,50194377002.000000,-25.380000,151.120000,186.000000,80.775000,87.004167,47.558333,49.548000,50.704000,35.358333,31.748000,28.641667,29.616667,60.579167,78.450000,87.160870
MIRIAM VALE POST OFF/AUSTRALIA,50194384001.000000,-24.330000,151.570000,55.000000,147.195652,142.737500,112.088000,73.620833,76.224000,39.020000,35.595833,36.495833,42.966667,70.526087,83.734783,134.986364
ROSEDALE POST OFFICE/AUSTRALIA,50194387006.000000,-24.630000,151.920000,45.000000,142.639130,125.650000,104.539130,68.508333,82.516000,37.468000,39.237500,36.721739,37.378261,79.337500,86.756522,125.481818
LADY ELLIOT I/AUSTRALIA,50194388000.000000,-24.100000,152.700000,5.000000,75.476000,127.862500,107.368000,116.888000,141.216667,92.424000,87.270833,68.341667,30.204348,61.086957,65.059091,77.721739
SANDY CAPE/AUSTRALIA,50194390000.000000,-24.720000,153.200000,101.000000,122.756000,142.728000,122.272000,142.992000,134.576000,107.783333,90.480000,71.391667,37.245833,80.391667,88.430435,87.669565
KALBARRI/AUSTRALIA,50194401000.000000,-27.700000,114.150000,7.000000,3.556000,6.208333,5.552174,17.820833,62.795455,83.132000,74.156000,52.950000,23.829167,11.841667,7.321739,3.013043
SHARK BAY (DENHAM)/AUSTRALIA,50194402000.000000,-25.930000,113.530000,9.000000,3.004000,10.720833,13.904000,15.872000,36.364000,44.424000,37.360000,24.141667,8.758333,2.513043,4.500000,1.795652
SHARK BAY (TAMALA)/AUSTRALIA,50194402003.000000,-26.680000,113.700000,50.000000,4.841667,9.312500,8.779167,13.075000,46.112500,72.912000,58.280000,39.816667,14.566667,7.445833,5.070833,2.009091
